num_forms,num_password_inputs,external_form_action,empty_form_action,mailto_form_action,num_links,external_link_ratio,empty_link_ratio,ip_link_count,num_resources,external_resource_ratio,uses_eval,uses_document_write,uses_settimeout,uses_setinterval,uses_window_location,uses_onmouseover,num_scripts,num_iframes,hidden_iframes,html_length,num_tags,phishing_keyword_count,urgency_word_count,avg_js_entropy,max_js_entropy,obfuscated_js_count,input_count,hidden_fields_count,has_sensitive_fields,has_marquee,has_hidden_redirect,image_count,external_images_count,cdn_images_count,brand_impersonation,facebook_cookie_harvesting
3,0,0,2,0,189,0.07407407407407407,0.047619047619047616,0,60,0.38333333333333336,0,0,0,0,1,0,36,4,1,120189,1077,21,0,5.2133390105592285,5.351718531398943,5,9,4,0,0,0,13,0,0,0,1
0,0,0,0,0,1,0.0,0.0,0,13,0.0,0,0,0,0,0,0,3,0,0,5975,44,2,0,4.68102991374675,4.68102991374675,1,2,0,1,0,0,2,0,0,0,0
1,0,0,0,0,84,0.10714285714285714,0.15476190476190477,0,66,0.2727272727272727,0,0,0,0,0,0,27,4,0,90818,697,0,0,5.015688368958444,5.415599245098218,7,3,1,0,0,0,12,5,0,1,0
1,1,0,1,0,6,0.0,0.0,0,32,0.3125,0,0,1,0,1,0,21,6,0,40471,98,3,2,4.805976534735721,5.238964455149603,8,2,0,1,0,0,1,0,1,0,0
4,0,4,0,0,159,0.11949685534591195,0.0,0,139,0.02158273381294964,0,0,0,1,0,0,11,0,0,68899,773,9,0,4.426265729873711,5.117431520116777,1,36,32,0,0,0,32,0,0,0,0
1,0,1,0,0,17,0.7647058823529411,0.0,0,13,0.3076923076923077,0,0,0,0,0,0,4,0,0,6499,112,1,0,4.9948670955874706,4.9948670955874706,1,3,1,0,0,0,4,0,0,0,0
1,0,0,1,0,235,0.029787234042553193,0.0,0,268,0.041044776119402986,0,0,0,0,1,0,20,2,0,808438,1962,2,3,4.705100542800433,5.176302933457414,3,2,0,0,0,0,202,0,62,1,1
1,1,0,0,0,56,0.0,0.7857142857142857,0,76,0.039473684210526314,0,0,0,0,0,0,14,0,0,127672,318,0,0,4.255848970505345,5.111351614425713,3,7,4,1,0,0,51,0,0,0,1
1,0,0,0,0,83,0.04819277108433735,0.024096385542168676,0,29,0.034482758620689655,0,0,0,0,0,0,7,0,0,43949,416,2,0,4.136125048172024,4.715436157035123,3,2,1,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,7,0.0,0.0,0,73,0.1917808219178082,0,0,1,1,1,0,42,4,2,135565,214,1,0,4.883688646016056,5.361449160545193,14,10,3,1,0,0,2,0,0,0,0
1,0,0,0,0,84,0.0,0.0,0,68,0.014705882352941176,0,0,0,0,1,0,19,1,0,70918,461,0,0,4.777181293598947,5.150361623927609,9,3,1,0,0,0,40,1,0,0,0
1,0,0,0,0,164,0.06097560975609756,0.0,0,56,0.35714285714285715,0,0,1,0,0,0,27,2,0,325737,1922,1,0,4.686241409546164,5.269637081890191,7,81,9,0,0,0,14,0,2,1,1
1,0,0,1,0,754,0.021220159151193633,0.7493368700265252,0,118,0.2033898305084746,0,0,1,1,1,0,65,7,1,1071406,5584,29,14,4.646483070707934,5.416214980143429,14,259,0,0,0,0,22,3,0,1,1
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,52,0.19230769230769232,0.17307692307692307,0,49,0.2653061224489796,0,1,0,0,1,0,42,1,1,766611,596,5,0,4.562829527126238,5.1349540216868,10,5,1,0,0,0,2,1,1,0,0
0,0,0,0,0,3,0.6666666666666666,0.0,0,10,0.9,0,0,0,0,0,0,2,0,0,3379,29,0,0,5.189074356469867,5.189074356469867,1,0,0,0,0,0,3,3,3,0,0
1,0,0,1,0,14,0.14285714285714285,0.0,0,69,0.14492753623188406,0,0,1,0,0,0,47,3,1,203628,503,0,0,4.95107834911058,5.864834930695713,16,3,0,0,0,0,12,1,0,0,0
3,0,0,0,0,428,0.0630841121495327,0.0,0,72,0.027777777777777776,0,0,0,0,0,0,32,0,0,82885,1341,0,0,5.136324220897032,5.6116045759556155,8,4,1,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,119062,5,234,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,198,0.23737373737373738,0.0,0,86,0.3372093023255814,0,0,0,0,0,0,53,2,1,211167,1351,1,1,4.783548892440091,5.316249971166135,11,1,0,0,0,0,11,1,2,0,0
1,1,0,1,0,6,0.16666666666666666,0.5,0,37,0.10810810810810811,0,0,0,0,0,0,12,1,0,869446,193,5,0,4.818895649761781,5.6231639088149645,2,3,0,1,0,0,5,0,0,1,0
2,2,0,0,0,41,0.0,0.0,0,212,0.5471698113207547,0,0,1,1,0,0,115,0,0,1023124,1593,6,0,5.0449841231987484,5.837992294589135,73,35,28,1,0,0,26,21,21,1,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,128,0.0703125,0.0546875,0,111,0.25225225225225223,0,0,0,0,0,0,55,5,5,112763,909,2,0,3.980199212200943,5.257226018386331,8,2,0,0,0,0,20,1,0,1,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3303,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,3,0,343,0.029154518950437316,0.008746355685131196,0,261,0.011494252873563218,0,0,1,0,1,0,117,3,1,631842,3189,0,0,4.342664207232249,5.367081545729996,30,27,1,1,0,0,90,1,20,1,1
0,0,0,0,0,3,0.6666666666666666,0.0,0,57,0.3333333333333333,0,0,1,0,0,0,36,0,0,148992,124,0,0,4.9438965882285935,5.412832511136362,10,0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,6,0.3333333333333333,0.16666666666666666,0,33,0.36363636363636365,0,0,0,0,0,0,21,7,2,61803,775,4,0,5.0268308827639,5.226649359272586,4,18,0,1,0,0,4,0,0,1,0
2,0,0,0,0,165,0.11515151515151516,0.0,0,15,0.2,0,0,0,0,0,0,2,0,0,85591,813,1,0,4.945841079721095,4.945841079721095,1,2,0,0,0,0,8,2,0,0,0
1,1,0,0,0,18,0.2777777777777778,0.05555555555555555,0,33,0.8484848484848485,0,0,0,0,0,0,18,5,0,31000,189,3,0,4.777979025855535,5.042419208444933,3,10,7,1,0,0,10,10,0,1,0
2,0,0,0,0,204,0.10294117647058823,0.08823529411764706,0,50,0.22,0,0,0,0,0,0,27,5,0,66455,854,0,0,4.926673570810674,5.2001546386964455,8,7,4,0,0,0,7,3,3,1,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,39,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,101,0.15841584158415842,0.0,0,116,0.5431034482758621,0,0,1,0,1,0,40,7,3,151297,853,0,0,4.81865368427812,5.726782596018177,13,4,0,0,0,0,34,13,0,0,1
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,14379,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,1,0,16,0.0625,0.0,0,66,0.5151515151515151,0,1,1,0,1,0,58,6,1,84836,315,18,0,5.032923136538435,5.495575944538895,28,14,2,1,0,0,4,4,0,0,1
4,4,0,1,0,29,0.2413793103448276,0.1724137931034483,0,36,0.5277777777777778,0,1,0,0,1,0,18,6,0,81854,256,26,0,5.247289171642808,5.382915599396513,11,23,11,1,0,0,5,5,5,0,1
1,0,0,0,0,25,0.08,0.0,0,39,0.07692307692307693,0,0,1,0,1,0,21,0,0,298573,544,0,0,5.12320168976035,5.865303603049652,18,8,4,0,0,1,12,1,0,1,0
1,0,0,0,0,24,0.08333333333333333,0.0,0,38,0.07894736842105263,0,0,1,0,1,0,20,0,0,260311,538,0,0,5.060345428269281,5.860429733438094,17,8,4,0,0,1,12,1,0,1,0
1,0,0,0,0,77,0.06493506493506493,0.07792207792207792,0,50,0.66,0,0,0,0,1,0,20,1,1,33737,453,0,0,4.82958107708857,5.250147200995511,9,9,3,0,0,0,20,20,0,0,0
3,0,0,1,0,263,0.011406844106463879,0.03802281368821293,0,81,0.037037037037037035,0,0,0,0,0,0,21,0,0,210337,1996,0,0,5.013376462988118,5.291481217253929,8,171,0,0,0,0,50,0,0,0,0
1,0,0,0,0,63,0.047619047619047616,0.047619047619047616,0,50,0.02,0,0,0,0,1,0,36,0,0,50737,382,0,0,4.135027123771882,5.011456291497195,2,2,0,0,0,0,5,0,0,1,0
2,0,1,0,0,72,0.1388888888888889,0.013888888888888888,0,53,0.11320754716981132,0,0,1,1,1,0,22,1,1,145973,535,0,1,5.006390791411526,5.472701300909779,10,8,3,1,0,0,20,1,0,1,0
0,0,0,0,0,6,1.0,0.0,0,23,0.13043478260869565,0,0,0,0,1,0,15,1,1,36988,62,0,0,4.548453689548833,5.378239587782501,5,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0.3333333333333333,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,3509,48,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,1,1,0,258,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,331,0.02416918429003021,0.03323262839879154,0,166,0.3855421686746988,0,0,1,0,1,0,25,3,2,205919,1881,2,0,4.78463698638866,5.377970735472065,10,2,1,0,0,0,131,56,31,1,0
2,0,0,2,0,133,0.2706766917293233,0.015037593984962405,0,98,0.5,0,0,0,0,1,0,37,3,2,207669,1187,1,0,4.905452074514593,5.245036457460973,7,14,0,1,0,0,24,12,8,0,1
1,0,0,0,0,243,0.20987654320987653,0.01646090534979424,0,123,0.024390243902439025,0,0,0,0,0,0,9,3,1,361415,2183,5,0,4.937832664550574,5.354574288049569,5,10,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,253394,5,131,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,30,0.03333333333333333,0.0,0,14,0.14285714285714285,0,0,0,0,0,0,8,0,0,11055,129,0,0,4.892488595503752,5.040004343094867,4,5,1,1,0,0,2,1,0,0,0
2,0,0,0,0,80,0.075,0.025,0,18,0.05555555555555555,0,0,0,0,0,0,7,0,0,53126,436,0,0,5.1346823860845365,5.1346823860845365,1,3,0,0,0,0,1,0,0,0,0
3,1,0,1,0,33,0.15151515151515152,0.0,0,27,0.1111111111111111,0,0,0,0,0,0,20,3,0,41236,355,0,0,5.171897535219335,5.7476929437541475,7,16,4,1,0,0,1,0,0,0,0
1,0,0,0,0,32,0.0,0.0,0,30,0.0,0,0,0,0,1,0,3,0,0,12813,181,0,0,5.285681960573721,5.285681960573721,1,1,1,0,0,0,1,0,0,1,0
1,1,0,0,0,21,0.09523809523809523,0.0,0,22,0.22727272727272727,0,0,0,0,0,0,17,2,0,15837,136,6,0,4.527554677576713,5.201936856552759,4,6,4,1,0,0,2,0,0,0,0
7,0,0,6,0,211,0.16113744075829384,0.17061611374407584,0,132,0.11363636363636363,0,0,1,0,1,0,41,7,2,315160,1985,20,0,4.452493993569043,5.40325178518799,10,11,1,0,0,0,79,3,0,1,1
4,2,0,1,0,77,0.35064935064935066,0.025974025974025976,0,49,0.04081632653061224,0,0,1,0,1,0,15,0,0,63837,465,2,0,4.336511590449894,5.019037598498082,4,17,4,1,0,0,31,1,0,1,0
1,1,0,1,0,10,0.5,0.0,0,21,0.2857142857142857,0,0,1,0,1,0,12,3,0,346476,143,1,0,5.546988798801933,5.546988798801933,2,2,0,1,0,0,6,0,0,1,1
1,0,0,0,0,110,0.3,0.02727272727272727,0,69,0.07246376811594203,0,0,1,0,1,0,14,0,0,112965,777,0,0,4.653193277159429,5.279392998769319,4,2,1,0,0,0,48,0,0,0,0
1,1,0,1,0,8,0.0,0.0,0,41,0.4634146341463415,0,0,0,0,0,0,23,5,2,190122,304,3,0,4.8084053625535,4.967212415859127,3,8,0,1,0,0,1,0,0,1,0
3,0,0,3,0,113,0.08849557522123894,0.05309734513274336,0,63,0.015873015873015872,0,0,1,0,1,0,16,0,0,208624,659,3,0,4.69469254963954,4.904456608549928,5,4,0,0,0,0,12,0,0,0,0
0,0,0,0,0,56,0.4642857142857143,0.0,0,64,0.28125,0,0,0,0,0,0,15,2,1,47341,283,0,0,3.7675128281384156,3.7675128281384156,0,0,0,0,0,0,35,11,0,0,0
0,0,0,0,0,2,0.0,0.0,0,2,1.0,0,0,0,0,0,0,0,0,0,1536,14,0,0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0
2,0,0,1,0,28,0.17857142857142858,0.0,0,85,0.07058823529411765,0,0,0,0,0,0,40,1,1,164118,414,1,0,4.865462498221193,5.428514877755381,14,9,3,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,221,0.013574660633484163,0.004524886877828055,0,199,0.005025125628140704,0,0,1,1,1,1,28,0,0,178843,1231,0,0,3.9628436053820892,4.341420458016088,0,7,1,0,0,0,161,0,31,0,0
1,0,0,0,0,246,0.0040650406504065045,0.0040650406504065045,0,86,0.5116279069767442,0,0,0,0,1,0,46,0,0,355963,1790,8,0,4.671634029811382,5.453083517210974,21,2,1,0,0,0,24,20,20,0,1
1,1,0,1,0,4,0.0,0.25,0,11,0.0,0,1,1,1,1,0,5,0,0,307204,86,5,0,4.321890261801383,4.371023360091936,0,4,0,1,0,0,3,0,0,0,1
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,35,0.08571428571428572,0.02857142857142857,0,17,0.0,0,0,0,0,0,0,6,0,0,22130,191,0,0,0.0,0.0,0,2,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,29,0.0,0.0,0,64,0.296875,0,0,0,0,0,0,30,3,1,128009,425,0,0,4.929387709849708,5.391736556094885,15,12,6,0,0,0,4,3,0,0,0
1,0,0,0,0,20,0.15,0.05,0,82,0.0975609756097561,0,0,0,0,0,0,40,1,1,72454,441,2,0,4.826612102173118,5.389743753839322,13,1,0,0,0,0,5,3,0,0,0
3,1,0,1,0,105,0.21904761904761905,0.0,0,60,0.15,0,0,0,0,0,0,13,0,0,46454,641,11,0,4.970764086519297,5.034976683494015,2,9,5,1,0,0,44,0,0,1,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,217736,5,40,2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,190,0.02631578947368421,0.0,0,99,0.030303030303030304,0,0,1,0,0,0,20,2,0,146371,1084,2,0,4.961061574807269,5.401641605786008,10,1,0,0,0,0,50,0,0,0,0
0,0,0,0,0,141,0.2553191489361702,0.0,0,64,0.109375,0,1,0,0,1,0,26,4,2,427985,2281,0,0,4.569703329136655,4.984475335642375,4,0,0,0,0,0,31,0,0,0,0
24,1,0,4,0,876,0.030821917808219176,0.00228310502283105,0,217,0.14746543778801843,0,0,1,1,1,0,47,0,0,647014,5780,0,0,4.484710883038402,5.267363343202969,13,49,34,1,0,0,144,0,0,1,1
0,0,0,0,0,5,0.8,0.0,0,52,0.057692307692307696,0,0,0,0,0,0,8,4,1,53357,148,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,646,0.0,0.8730650154798761,0,66,0.13636363636363635,0,0,0,0,0,0,20,6,0,575420,5110,6,0,4.526398662674676,5.131353651204178,7,266,2,0,0,0,25,1,0,1,0
