num_forms,num_password_inputs,external_form_action,empty_form_action,mailto_form_action,num_links,external_link_ratio,empty_link_ratio,ip_link_count,num_resources,external_resource_ratio,uses_eval,uses_document_write,uses_settimeout,uses_setinterval,uses_window_location,uses_onmouseover,num_scripts,num_iframes,hidden_iframes,html_length,num_tags,phishing_keyword_count,urgency_word_count,avg_js_entropy,max_js_entropy,obfuscated_js_count,input_count,hidden_fields_count,has_sensitive_fields,has_marquee,has_hidden_redirect,image_count,external_images_count,cdn_images_count,brand_impersonation,facebook_cookie_harvesting
1,0,0,0,0,100,0.0,0.02,0,38,0.0,0,0,0,0,0,0,3,0,0,36246,545,0,0,4.76396574282408,4.76396574282408,1,4,3,0,0,0,32,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4246,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,8,0.5,0.25,0,52,0.6346153846153846,0,1,0,0,0,0,41,1,0,56022,225,0,0,4.972240424969596,5.206862384047019,3,3,0,0,0,0,2,0,0,1,0
1,0,0,0,0,69,0.0,0.0,0,39,0.41025641025641024,0,0,0,0,0,0,3,0,0,28861,451,0,0,4.76396574282408,4.76396574282408,1,4,3,0,1,0,33,16,16,0,0
0,0,0,0,0,1,1.0,0.0,0,7,0.14285714285714285,0,0,0,0,0,0,3,0,0,3107,26,1,0,4.759565659510864,4.759565659510864,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,2,0.0,0.5,0,43,0.06976744186046512,0,0,1,1,0,0,32,1,0,36406,162,0,0,4.786599635211951,5.418760633752934,12,8,5,0,0,0,2,0,0,0,0
1,1,0,1,0,4,0.25,0.75,0,20,0.7,0,0,0,0,1,0,12,0,0,19217,62,2,0,4.87353002175451,5.203937395322196,7,4,0,1,0,0,6,6,0,1,0
1,0,0,1,0,1,0.0,0.0,0,17,0.29411764705882354,0,0,0,0,0,0,3,0,0,29671,74,0,0,5.1767126169097235,5.250543195864546,2,2,0,1,0,0,2,2,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4242,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,1.0,0.0,0,4,0.5,0,0,0,0,0,0,0,0,0,2957,41,1,1,0.0,0.0,0,3,1,0,1,0,2,2,2,0,0
0,0,0,0,0,3,0.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,1211,24,0,0,4.365017423251051,4.365017423251051,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,1,1,0,1203,10,0,0,5.117630914995377,5.117630914995377,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,8,0.5,0,0,1,0,1,0,4,1,0,164605,52,4,1,4.439200287417156,4.968625702487918,3,6,4,1,0,0,3,2,0,0,0
1,0,0,0,0,261,0.0,0.0038314176245210726,0,109,0.1559633027522936,0,1,0,1,1,0,13,0,0,119326,1589,0,0,4.59158476410218,5.165289682536773,4,6,2,0,0,0,81,8,8,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1081,13,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4253,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0.0,0.0,0,6,0.16666666666666666,0,0,0,0,1,0,2,0,0,5672,40,0,0,3.8909597386862136,3.8909597386862136,0,2,0,1,0,0,2,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,12,0.25,0,0,0,0,0,0,4,2,0,16038,57,0,0,5.163957640300733,5.163957640300733,1,0,0,0,0,0,4,0,0,1,0
1,0,0,0,0,70,0.0,0.0,0,44,0.36363636363636365,0,0,0,0,0,0,3,0,0,26903,397,0,0,4.638875233524757,4.638875233524757,1,4,3,0,0,0,30,16,16,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,144,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,1.0,0.0,0,4,0.5,0,0,0,0,0,0,0,0,0,2869,40,1,1,0.0,0.0,0,2,0,0,1,0,2,2,2,0,0
1,0,0,0,0,70,0.0,0.014285714285714285,0,37,0.43243243243243246,0,0,0,0,0,0,3,0,0,25827,393,0,0,4.76396574282408,4.76396574282408,1,4,3,0,0,0,31,16,16,0,0
0,0,0,0,0,0,0.0,0.0,0,12,0.25,0,0,0,0,0,0,4,2,0,16042,57,0,0,5.163957640300733,5.163957640300733,1,0,0,0,0,0,4,0,0,1,0
0,0,0,0,0,1,1.0,0.0,0,7,0.8571428571428571,0,0,0,0,0,0,3,0,0,3238,24,2,0,4.759565659510864,4.759565659510864,1,0,0,0,0,0,1,1,0,0,0
2,0,0,1,0,168,0.7202380952380952,0.2619047619047619,0,49,0.0,0,0,0,0,0,0,6,0,0,82422,1057,1,0,4.737967245715657,4.889113577583053,3,1,0,0,0,0,25,0,0,0,0
1,0,0,0,0,73,0.0,0.0,0,40,0.0,0,0,0,0,0,0,3,0,0,28489,433,0,0,4.76396574282408,4.76396574282408,1,4,3,0,0,0,34,0,0,1,0
1,0,0,0,0,211,0.009478672985781991,0.04739336492890995,0,92,0.10869565217391304,0,1,0,1,1,0,12,0,0,89044,1066,0,0,4.769247099063922,5.165289682536773,5,6,2,0,0,0,68,4,0,0,0
1,0,0,0,0,71,0.0,0.0,0,42,0.38095238095238093,0,0,0,0,0,0,3,0,0,28789,457,0,0,4.59998883593013,4.59998883593013,1,3,2,0,0,0,27,16,16,0,0
0,0,0,0,0,2,0.0,1.0,0,7,0.42857142857142855,0,0,0,0,0,0,1,0,0,2751,38,3,0,0.0,0.0,0,2,0,1,0,0,2,0,0,1,0
2,0,0,1,0,3,1.0,0.0,0,56,0.5357142857142857,0,0,0,0,0,0,15,0,0,174923,528,2,0,4.775437797014685,5.383814043836004,5,2,0,1,0,0,3,3,3,0,1
0,0,0,0,0,0,0.0,0.0,0,24,0.0,0,0,0,0,0,0,6,0,0,6899,68,0,0,4.737967245715657,4.889113577583053,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,12,0.25,0,0,0,0,0,0,4,2,0,16026,57,0,0,5.163957640300733,5.163957640300733,1,0,0,0,0,0,4,0,0,1,0
1,0,0,0,0,54,0.0,0.0,0,39,0.41025641025641024,0,0,0,0,0,0,3,0,0,23821,390,0,0,4.838039816898155,4.838039816898155,1,4,3,0,0,0,33,16,0,0,0
1,1,0,0,0,22,0.0,0.045454545454545456,0,5,0.4,0,0,0,0,0,0,1,0,0,19291,179,2,0,0.0,0.0,0,3,0,1,0,0,0,0,0,1,0
1,0,0,0,0,511,0.0,0.0019569471624266144,0,107,0.12149532710280374,0,1,0,1,1,0,13,0,0,168494,2347,0,0,4.597047329019211,5.165289682536773,4,6,2,0,0,0,79,4,4,0,0
1,0,1,0,0,14,0.2857142857142857,0.14285714285714285,0,39,0.28205128205128205,0,0,0,0,0,0,14,0,0,22178,236,0,0,4.5413481001182845,5.131712856792555,2,5,0,0,0,0,3,1,0,0,0
0,0,0,0,0,2,1.0,0.0,0,8,0.0,0,1,0,0,0,0,5,0,0,3084,34,5,0,4.440562300796293,4.6550887846639055,2,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,2,0.0,0.0,0,74,0.44594594594594594,0,0,1,0,1,0,65,0,0,484474,201,1,0,4.826625118826575,5.615275886197908,26,2,0,1,0,0,1,1,0,0,1
1,1,0,0,0,1,1.0,0.0,0,20,0.1,0,0,0,0,1,0,13,0,0,26616,125,3,0,4.1665668144093075,4.77051107654139,1,6,2,1,0,0,4,0,0,0,0
1,0,0,1,0,0,0.0,0.0,0,9,0.4444444444444444,0,0,0,0,1,0,6,0,0,7149,42,0,0,4.115954824885742,4.395827741956281,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.0,0.0,0,26,0.07692307692307693,0,0,0,0,1,0,19,0,0,117948,275,0,0,4.779305013707205,5.408551541586858,16,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,70,0.0,0.9714285714285714,0,34,0.0,0,0,1,0,0,0,16,1,0,66811,700,0,0,4.747037391746971,5.093565834783167,5,6,3,0,0,0,9,0,0,0,0
0,0,0,0,0,17,0.47058823529411764,0.0,0,11,0.0,0,1,0,0,0,0,2,0,0,5496,84,0,0,4.3267549403422665,4.3267549403422665,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4241,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0.0,0.0,0,8,0.5,0,0,0,0,0,0,5,0,0,6932,41,0,0,3.8360819078152044,3.8360819078152044,0,1,0,0,0,0,0,0,0,1,0
5,0,0,0,0,104,0.125,0.009615384615384616,0,114,0.09649122807017543,0,0,1,0,0,0,34,2,0,185696,1300,0,0,4.870458725288008,5.419183265693252,7,61,35,0,0,0,61,5,0,0,0
0,0,0,0,0,1,1.0,0.0,0,9,0.0,0,0,0,0,0,0,0,0,0,8169,47,8,2,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4241,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,6,0.5,0,0,0,0,0,0,2,0,0,2538,20,0,0,5.100077694122182,5.100077694122182,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,144,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,70,0.014285714285714285,0.0,0,36,0.4444444444444444,0,0,0,0,0,0,3,0,0,29575,419,0,0,4.59998883593013,4.59998883593013,1,4,3,0,0,0,30,16,16,0,0
1,1,0,0,0,0,0.0,0.0,0,3,0.0,0,0,0,0,0,0,1,0,0,3243,39,0,0,0.0,0.0,0,4,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,144,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,8,0.5,0,0,1,0,1,0,4,1,0,157796,52,4,1,4.445647974817191,4.987968764688022,3,6,4,1,0,0,3,2,0,0,0
1,0,1,0,0,1,1.0,0.0,0,4,0.5,0,0,0,0,0,0,0,0,0,2957,41,1,1,0.0,0.0,0,3,1,0,1,0,2,2,2,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4243,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,67,0.0,0.0,0,40,0.4,0,0,0,0,0,0,3,0,0,26870,421,0,0,4.76396574282408,4.76396574282408,1,4,3,0,0,0,34,16,16,0,0
2,0,0,2,0,15,0.3333333333333333,0.0,0,72,0.4027777777777778,0,0,1,0,1,0,59,0,0,359117,354,2,0,5.011431502056734,5.615275886197908,27,3,0,1,0,0,5,1,0,0,1
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4257,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
4,0,0,2,0,2,1.0,0.0,0,7,0.14285714285714285,0,0,0,0,0,0,0,0,0,65521,119,2,0,0.0,0.0,0,6,0,0,0,0,5,0,0,1,0
1,0,0,1,0,0,0.0,0.0,0,9,0.4444444444444444,0,0,0,0,1,0,6,0,0,7149,42,0,0,4.115954824885742,4.395827741956281,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0.0,0.0,0,7,0.8571428571428571,0,0,0,0,0,0,3,0,0,3075,31,1,0,4.759565659510864,4.759565659510864,1,3,0,1,0,0,1,1,1,0,0
1,0,1,0,0,1,1.0,0.0,0,4,0.5,0,0,0,0,0,0,0,0,0,2975,41,1,1,0.0,0.0,0,3,1,0,1,0,2,2,2,0,0
1,0,1,0,0,0,0.0,0.0,0,3,1.0,0,0,0,0,0,0,0,0,0,5686,58,2,0,0.0,0.0,0,4,0,0,0,0,2,2,2,1,0
1,0,0,0,0,130,0.0,0.0,0,90,0.0,0,0,0,0,0,0,1,0,0,55112,725,0,0,0.0,0.0,0,4,3,0,1,0,80,0,0,0,0
1,0,0,0,0,92,0.0,0.0,0,39,0.0,0,0,0,0,0,0,3,0,0,28824,444,0,0,4.76396574282408,4.76396574282408,1,4,3,0,0,0,33,0,0,0,0
1,0,0,0,0,62,0.0,0.0,0,39,0.41025641025641024,0,0,0,0,0,0,1,0,0,33529,455,0,0,3.9846571944212084,3.9846571944212084,0,4,3,0,0,0,29,16,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4241,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0,0.0,0,6,0.3333333333333333,0,0,1,1,1,0,2,0,0,8230,32,0,0,4.323967720485958,4.323967720485958,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,3,0.3333333333333333,0,0,0,0,0,0,3,1,0,17486,43,4,0,6.160012608471393,6.160012608471393,1,2,2,0,0,1,0,0,0,0,0
1,0,0,0,0,390,0.005128205128205128,0.020512820512820513,0,109,0.10091743119266056,0,1,0,1,1,0,14,0,0,125679,1678,0,0,4.669306384415258,5.165289682536773,5,6,2,0,0,0,82,3,3,0,0
1,0,0,1,0,3,1.0,0.0,0,22,0.5,0,0,0,0,0,0,8,1,0,9984,63,0,0,5.169743483714524,5.739657477381775,3,0,0,0,0,0,2,2,0,0,0
1,0,0,0,0,315,0.09206349206349207,0.0,0,143,0.9370629370629371,0,0,0,0,0,0,12,0,0,1363544,3952,1,1,4.549500976424473,5.231164738786185,5,4,0,0,0,0,121,120,0,1,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4241,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,1,1,0,1203,10,0,0,5.124215723145685,5.124215723145685,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,1.0,0.0,0,8,0.0,0,1,0,0,0,0,5,0,0,3150,34,6,0,4.440562300796293,4.6550887846639055,2,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,2,1.0,0,0,0,0,0,0,0,0,0,6606,15,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,1.0,0.0,0,59,0.13559322033898305,0,0,0,0,0,0,40,0,0,957659,128,0,0,4.628491758949839,4.906012319688459,4,0,0,0,0,0,3,0,0,0,0
1,0,0,0,0,48,0.0,0.0,0,38,0.0,0,0,0,0,0,0,3,0,0,20118,327,0,0,4.838039816898155,4.838039816898155,1,4,3,0,0,0,22,0,0,0,0
0,0,0,0,0,1,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,6217,20,3,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4232,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,265,0.9886792452830189,0.0037735849056603774,0,29,0.0,0,0,0,0,0,0,6,0,0,169772,2310,0,0,4.737967245715657,4.889113577583053,3,0,0,0,0,0,8,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4240,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,70,0.0,0.9714285714285714,0,34,0.0,0,0,1,0,0,0,16,1,0,66811,700,0,0,4.747037391746971,5.093565834783167,5,6,3,0,0,0,9,0,0,0,0
1,0,0,1,0,0,0.0,0.0,0,6,0.8333333333333334,0,0,0,0,0,0,3,0,0,2273,25,1,0,4.759565659510864,4.759565659510864,1,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.0,0.0,0,4,0.25,0,0,0,0,0,0,1,0,0,1051,25,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,104,0.0,0.0,0,83,0.0,0,0,0,0,0,0,0,0,0,53432,759,0,0,0.0,0.0,0,4,3,0,0,0,73,0,0,0,0
3,0,0,2,0,126,0.9206349206349206,0.007936507936507936,0,28,0.0,0,0,0,0,0,0,6,0,0,122658,1515,0,0,4.737967245715657,4.889113577583053,3,11,0,1,0,0,7,0,0,0,0
1,0,0,0,0,62,0.0,0.0,0,39,0.0,0,0,0,0,0,0,3,0,0,25674,406,0,0,4.623046474778954,4.623046474778954,1,4,3,0,0,0,33,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4244,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0.0,0.0,0,7,0.8571428571428571,0,0,0,0,0,0,3,0,0,2660,28,1,0,4.759565659510864,4.759565659510864,1,3,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1624,15,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,3,0.0,0.0,0,16,0.0,0,0,0,0,0,0,5,0,0,32188,116,5,0,4.900513908745327,5.116027459989868,3,3,2,0,0,0,6,0,0,1,0
1,0,0,1,0,0,0.0,0.0,0,8,0.5,0,0,0,0,0,0,5,0,0,6988,41,0,0,3.8360819078152044,3.8360819078152044,0,1,0,0,0,0,0,0,0,1,0
1,1,0,1,0,4,0.25,0.75,0,20,0.7,0,0,0,0,1,0,12,0,0,19215,62,2,0,4.871500822005092,5.193791396575109,7,4,0,1,0,0,6,6,0,1,0
0,0,0,0,0,0,0.0,0.0,0,12,0.25,0,0,0,0,0,0,4,2,0,16038,57,0,0,5.163957640300733,5.163957640300733,1,0,0,0,0,0,4,0,0,1,0
1,0,0,0,0,469,0.0,0.0,0,83,0.12048192771084337,0,1,0,1,1,0,11,0,0,132175,1847,0,0,4.769450815454053,5.165289682536773,5,3,2,0,0,0,61,4,4,0,0
1,0,0,1,0,265,0.9886792452830189,0.0037735849056603774,0,29,0.0,0,0,0,0,0,0,6,0,0,170062,2310,0,0,4.737967245715657,4.889113577583053,3,0,0,0,0,0,8,0,0,0,0
9,0,9,0,0,224,0.8660714285714286,0.03125,0,140,0.5714285714285714,0,1,0,0,0,0,77,5,4,112719,935,3,1,4.873276958626356,5.47904299326782,34,16,0,0,0,0,55,45,0,0,1
0,0,0,0,0,0,0.0,0.0,0,23,0.043478260869565216,0,0,0,0,0,0,11,0,0,153599,215,3,0,4.73293322514302,4.73293322514302,1,1,0,1,0,0,7,0,0,1,0
1,0,0,0,0,417,0.0,0.002398081534772182,0,109,0.1559633027522936,0,1,0,1,1,0,13,0,0,142978,2001,0,0,4.592198814156675,5.165289682536773,4,6,2,0,0,0,81,8,8,0,0
1,0,0,0,0,6,0.0,0.3333333333333333,0,43,0.06976744186046512,0,0,1,0,0,0,27,1,0,32718,172,2,0,4.7692220980328335,5.417505916026893,11,8,5,0,0,0,3,0,0,0,0
1,0,0,0,0,70,0.0,0.0,0,54,0.2962962962962963,0,0,0,0,0,0,3,0,0,29713,466,0,0,4.536842363074259,4.536842363074259,1,4,3,0,0,0,48,16,16,0,0
1,1,0,1,0,4,0.25,0.75,0,20,0.7,0,0,0,0,1,0,12,0,0,19228,62,2,0,4.8714021587411915,5.193298080255606,7,4,0,1,0,0,6,6,0,1,0
0,0,0,0,0,1,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,6217,20,3,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4243,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0.0,0,8,0.5,0,0,1,0,1,0,4,1,0,162616,52,4,1,4.447941026952913,4.994847921095188,3,6,4,1,0,0,3,2,0,0,0
0,0,0,0,0,2,0.5,0.5,0,7,0.2857142857142857,0,0,0,1,0,0,5,2,0,31416,44,0,0,5.390301503951561,5.827115434423629,3,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0.0,0.0,0,3,0.6666666666666666,0,0,0,0,0,0,3,3,0,4725,27,0,0,4.406508807312998,4.406508807312998,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1.0,0.0,0,4,0.0,0,0,0,0,0,0,3,0,0,4232,45,0,0,4.5719255130098455,4.854476094604396,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.0,0.0,0,5,0.2,0,0,0,0,0,0,2,0,0,3476,32,5,2,4.9723619150636456,4.9723619150636456,1,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,2,0.0,0.5,0,4,0.75,0,0,1,0,1,0,1,0,0,4036,28,0,0,4.692430889322233,4.692430889322233,1,0,0,0,0,0,2,2,0,1,0
